source,target,src_type,tgt_type,confidence,polarity,strength,claim_type
Processing:Fig:Fig. 11,Microstructure:beta grains,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 2c,Microstructure:α phase,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 2c,Microstructure:β phase,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 1,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 10,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 11,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 2,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 3,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 4,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:heat treatment,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:hot compression,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:hot compression tests,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:hot deformation,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:quenching,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:EBSD,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:test:compression,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:compression tests,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:hot compression,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:HAGBs,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:LAGBs,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:dislocation,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:high-angle grain boundaries,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:subgrain,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:α phase,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Microstructure:α-phase,Processing,Microstructure,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Microstructure:β phase,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Microstructure:β-grain,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:β-phase,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:corrosion resistance,Processing,Property,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:alpha phase,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Microstructure:beta phase,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Microstructure:texture,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Property:UTS,Processing,Property,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:elongation,Processing,Property,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:LPBF,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:laser powder bed fusion,Processing,Processing,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:test:EDX,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:hardness,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Microstructure:omega phase,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 5(d),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Figs. 3 and 4,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:hot compression test,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:hot deformation,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:DRX grains,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:bcc structure,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:dynamic recrystallization,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 10(a),Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 10(b),Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 2(a),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:hot rolling,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:rolling,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:X-ray diffraction (XRD),Processing,Processing,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:test:electron backscatter diffraction (EBSD),Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:transmission electron microscopy (TEM),Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:uniaxial tensile test,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:recrystallized grains,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:twin,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:twin boundaries,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:β grain,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:yield strength,Processing,Property,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:homogenization,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:solution treatment,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:SAED,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:optical microscopy (OM),Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:martensite,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:twins,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 16,Processing,Processing,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:annealing,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:arc melting,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:solution treatment (ST),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:compression test,Processing,Processing,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:test:tensile deformation,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:dislocations,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:grain boundaries,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:screw dislocations,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:ω phase,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:hardness,Processing,Property,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Property:work hardening rate,Processing,Property,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:yield stress,Processing,Property,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:impact toughness test,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:β forging,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:equiaxed,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:initial microstructure,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:primary α (αp),Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:prior β grains,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:secondary α (αs),Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:αp phase,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:elastic modulus,Processing,Property,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:impact toughness,Processing,Property,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:strength,Processing,Property,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:tensile strength,Processing,Property,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:polishing,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:rolled,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:OM,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:dimples,Processing,Microstructure,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Microstructure:dislocation density,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:grain size,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Microstructure:lamellar microstructure,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:lamellar α phase,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:precipitates,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:voids,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:DED,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 8c,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 9a,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 9b,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:solution heat treatment,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:scanning electron microscopy (SEM),Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:basket-weave microstructure,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:fine,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:α lath,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:α/β interface,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:tensile properties,Processing,Property,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 2a,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 6b,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 8a,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 8b,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 8d,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 8e,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:tensile testing,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:Widmanstätten structure,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:acicular α phase,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:stacking faults,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:α lamella,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:αp,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:β grains,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:ductility,Processing,Property,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 3a,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 7e,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:sintering,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:SAD,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:bimodal structure,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:grain boundary α-phase,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:secondary α-phase,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:EST,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:directed energy deposition,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:laser melting deposition,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:selective laser melting,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:HRTEM,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:microstructure,Processing,Microstructure,0.75,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Microstructure:needle-like,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:secondary alpha phase,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:α/β interfaces,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:Vickers hardness,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:optical microscopy,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Microstructure:basket-weave structure,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:grain,Processing,Microstructure,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Microstructure:recrystallization,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 5b,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:additive manufacturing,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:aging,Processing,Processing,0.8,increase,strong,cooccurrence
Processing:Fig:Fig. 7,Processing:laser powder bed fusion (LPBF),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:fatigue,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:fractography,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:high-cycle fatigue,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:porosity,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:fatigue life,Processing,Property,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Table 4,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:LDED,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:fatigue crack growth,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:fatigue test,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:fracture morphology,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:equiaxed microstructure,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:compressive yield strength,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:microstructure analysis,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:grain refinement,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:secondary cracks,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:TiC,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:oxide layer,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:heat treatment(900 °C),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:HE-XRD,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:microhardness,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:second phase,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:shear band,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:compressive yield strength,Processing,Property,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:microhardness,Processing,Property,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:finite element simulation,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:coarse grains,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:deformation microstructure,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:graphical abstract,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:milling,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:bimodal microstructure,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 10a,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 10b,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 6a,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Figs. 4 and 5,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:X-ray diffraction,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Laser Powder Bed Fusion (LPBF),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:Vickers microhardness,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:microhardness test,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:solution treated and aged,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:simulation,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:thermo-mechanical simulation,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:phase,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:α lamellae,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 17,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 18,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 19,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:α laths,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:β matrix,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:flow stress,Processing,Property,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:STA,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:α-laths,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:annealing(800 °C),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 1b,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:shear strength test,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:hydrogen content,Processing,Property,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 7a,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 7b,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 7c,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Fig. 7d,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:WAAM,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:WAAM (Wire Arc Additive Manufacturing),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:grinding,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:DIC,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:martensite phase,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:α plates,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Property:toughness,Processing,Property,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:basketweave microstructure,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Table 5,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:machining,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:solution treatment(900 °C),Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:test:microstructural analysis,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:coarse,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Microstructure:beta grains,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 7,Processing:Fig:Figs. 6 and 7,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Processing:Fig:Fig. 1,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Processing:Fig:Fig. 10,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Processing:Fig:Fig. 11,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Processing:Fig:Fig. 2,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Processing:Fig:Fig. 2c,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Processing:Fig:Fig. 3,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Processing:Fig:Fig. 4,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Processing:Fig:Fig. 7,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Processing:heat treatment,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Processing:quenching,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Processing:solution and ageing treatment,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Processing:test:EBSD,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Processing:test:compression,Processing,Processing,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Processing:test:hot compression,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:HAGBs,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:LAGBs,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:high angle grain boundaries,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:high-angle grain boundaries,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:low angle grain boundaries,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:α and β phases,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:α phase,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Microstructure:α-phase,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:β phase,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Microstructure:β-phase,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Property:corrosion resistance,Processing,Property,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Processing:solution treatment,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Processing:test:nanoindentation,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Processing:test:optical microscopy,Processing,Processing,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Processing:test:tensile deformation,Processing,Processing,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Processing:test:tensile testing,Processing,Processing,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:acicular α phase,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:α' martensite,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:α/β interface,Processing,Microstructure,0.6,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:α′ martensite,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Microstructure:β matrix,Processing,Microstructure,0.7,increase,medium,cooccurrence
Processing:Fig:Fig. 8,Property:hardness,Processing,Property,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Microstructure:alpha phase,Processing,Microstructure,0.85,increase,strong,cooccurrence
Processing:Fig:Fig. 8,Microstructure:beta phase,Processing,Microstructure,0.85,increase,strong,cooccurrence
