source,target,src_type,tgt_type,confidence,polarity,strength,claim_type
Element:Si,"Microstructure:(Nb,Ti)C",Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Si,Microstructure:Al and Cr-rich oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Si,Microstructure:γ'',Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Si,Microstructure:δ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Si,Property:corrosion current,Element,Property,0.55,increase,medium,cooccurrence
Element:Si,Microstructure:NiMoO4,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Si,Microstructure:NiO,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Si,Microstructure:MoO3,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Si,Property:solidus temperature,Element,Property,0.55,increase,medium,cooccurrence
Element:Si,Property:GND density,Element,Property,0.55,increase,medium,cooccurrence
Element:Si,Property:elastic modulus,Element,Property,0.55,increase,medium,cooccurrence
Element:Si,Property:peak temperature,Element,Property,0.55,increase,medium,cooccurrence
Element:C,Element:Fe,Element,Element,0.85,increase,strong,cooccurrence
Element:C,Element:Si,Element,Element,0.7,increase,medium,cooccurrence
Element:C,Microstructure:MC,Element,Microstructure,0.7,increase,medium,cooccurrence
Element:C,Microstructure:γ',Element,Microstructure,0.85,increase,strong,cooccurrence
Element:C,Microstructure:M6C,Element,Microstructure,0.65,increase,medium,cooccurrence
Element:C,Microstructure:η,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:C,Microstructure:γ,Element,Microstructure,0.85,increase,strong,cooccurrence
Element:C,Microstructure:M23C6,Element,Microstructure,0.65,increase,medium,cooccurrence
Element:C,Microstructure:σ,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:C,Microstructure:boride,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:C,Microstructure:M3B2,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:C,Microstructure:oxide,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:C,Microstructure:M7C3,Element,Microstructure,0.65,increase,medium,cooccurrence
Element:C,Microstructure:carbide,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:C,Property:hardness,Element,Property,0.6,increase,medium,cooccurrence
Element:C,Element:Co,Element,Element,0.85,increase,strong,cooccurrence
Element:C,Element:N,Element,Element,0.6,increase,medium,cooccurrence
Element:C,Element:O,Element,Element,0.65,increase,medium,cooccurrence
Element:C,Element:Mn,Element,Element,0.6,increase,medium,cooccurrence
Element:C,Element:Y,Element,Element,0.55,increase,medium,cooccurrence
Element:C,Element:Sn,Element,Element,0.55,increase,medium,cooccurrence
Element:C,Microstructure:δ,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:C,Element:Zr,Element,Element,0.7,increase,medium,cooccurrence
Element:C,Microstructure:MC carbide,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:C,Property:yield strength,Element,Property,0.65,increase,medium,cooccurrence
Element:C,Property:ultimate tensile strength,Element,Property,0.65,increase,medium,cooccurrence
Element:C,Property:EL,Element,Property,0.6,increase,medium,cooccurrence
Element:B,Element:Si,Element,Element,0.7,increase,medium,cooccurrence
Element:B,Element:C,Element,Element,0.85,increase,strong,cooccurrence
Element:B,Microstructure:MC,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:B,Microstructure:Ni3Nb,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:γ',Element,Microstructure,0.85,increase,strong,cooccurrence
Element:B,Microstructure:M6C,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:B,Microstructure:η,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:γ,Element,Microstructure,0.7,increase,medium,cooccurrence
Element:B,Microstructure:M23C6,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:B,Microstructure:σ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:β,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:boride,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:μ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:M3B2,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:B,Microstructure:Laves,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:nitride,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:TCP,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:oxide,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:B,Microstructure:M7C3,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:Ni3Ti,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:α-Cr,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:Ni3Al,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:carbide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Property:corrosion resistance,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:hardness,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Element:N,Element,Element,0.6,increase,medium,cooccurrence
Element:B,Element:O,Element,Element,0.65,increase,medium,cooccurrence
Element:B,Element:Mn,Element,Element,0.6,increase,medium,cooccurrence
Element:B,Property:grain boundary coverage,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:area fraction of intergranular fracture,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:area fraction of quasi-cleavage fracture,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:GROD,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:area fraction of ductile fracture,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Element:Y,Element,Element,0.55,increase,medium,cooccurrence
Element:B,Property:Young's modulus,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:maximum secondary crack length,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:average secondary crack length,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:crack density,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:cycles to failure,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:0.2% offset yield strength,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:recrystallized grain size,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Microstructure:γ-γ' eutectic,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:Hf-rich carbides,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Property:creep behavior,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:creep life,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:creep strain,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Element:Cu,Element,Element,0.55,increase,medium,cooccurrence
Element:B,Element:Sn,Element,Element,0.55,increase,medium,cooccurrence
Element:B,Element:S,Element,Element,0.55,increase,medium,cooccurrence
Element:B,Element:P,Element,Element,0.55,increase,medium,cooccurrence
Element:B,"Microstructure:(Nb,Ti)C",Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:Al and Cr-rich oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:γ'',Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:δ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Property:corrosion current,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Element:Zr,Element,Element,0.7,increase,medium,cooccurrence
Element:B,Microstructure:Ti-Nb rich carbo-oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:Hf/Ta-rich carbide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:MC carbide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Property:crack count density,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:crack area fraction,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:average crack length,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:average crack width,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Microstructure:NiMoO4,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:NiO,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:MoO3,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Property:solidus temperature,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:GND density,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:elastic modulus,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:peak temperature,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:creep time to 0.3% strain,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Microstructure:Ni7Zr2,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Microstructure:Ni2Y,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:B,Property:yield strength,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:ultimate tensile strength,Element,Property,0.55,increase,medium,cooccurrence
Element:B,Property:EL,Element,Property,0.55,increase,medium,cooccurrence
Microstructure:MC,Microstructure:η,Microstructure,Microstructure,0.6,increase,medium,cooccurrence
Microstructure:MC,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:Ni3Nb,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:Ni3Nb,Microstructure:carbide,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:M6C,Microstructure:M23C6,Microstructure,Microstructure,0.65,increase,medium,cooccurrence
Microstructure:M6C,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:M6C,Microstructure:carbide,Microstructure,Microstructure,0.6,increase,medium,cooccurrence
Microstructure:boride,Property:corrosion resistance,Microstructure,Property,0.55,increase,medium,cooccurrence
Microstructure:boride,Property:hardness,Microstructure,Property,0.55,increase,medium,cooccurrence
Microstructure:oxide,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:carbide,Microstructure:η,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:carbide,Microstructure:M23C6,Microstructure,Microstructure,0.6,increase,medium,cooccurrence
Microstructure:carbide,Microstructure:σ,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:carbide,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:carbide,Microstructure:M3B2,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:carbide,Microstructure:TCP,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:carbide,Microstructure:oxide,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:carbide,Microstructure:α-Cr,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:carbide,Property:corrosion resistance,Microstructure,Property,0.55,increase,medium,cooccurrence
Microstructure:carbide,Property:hardness,Microstructure,Property,0.55,increase,medium,cooccurrence
Microstructure:carbide,Property:yield strength,Microstructure,Property,0.55,increase,medium,cooccurrence
Microstructure:carbide,Property:strength increment,Microstructure,Property,0.55,increase,medium,cooccurrence
Microstructure:carbide,Property:ultimate tensile strength,Microstructure,Property,0.55,increase,medium,cooccurrence
Microstructure:η,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:σ,Microstructure:MC,Microstructure,Microstructure,0.6,increase,medium,cooccurrence
Microstructure:σ,Microstructure:η,Microstructure,Microstructure,0.6,increase,medium,cooccurrence
Microstructure:σ,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:M3B2,Microstructure:MC,Microstructure,Microstructure,0.6,increase,medium,cooccurrence
Microstructure:M3B2,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:TCP,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:β,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:β,Microstructure:carbide,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:μ,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:μ,Microstructure:carbide,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:Laves,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:Laves,Microstructure:carbide,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:nitride,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:nitride,Microstructure:carbide,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:M7C3,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:M7C3,Microstructure:carbide,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:Ni3Ti,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:Ni3Ti,Microstructure:carbide,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:α-Cr,Microstructure:boride,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Microstructure:α-Cr,Property:hardness,Microstructure,Property,0.6,increase,medium,cooccurrence
Processing:remelting,Microstructure:boride,Processing,Microstructure,0.55,increase,medium,cooccurrence
Processing:remelting,Microstructure:carbide,Processing,Microstructure,0.55,increase,medium,cooccurrence
Processing:hardfacing,Microstructure:boride,Processing,Microstructure,0.55,increase,medium,cooccurrence
Processing:hardfacing,Microstructure:carbide,Processing,Microstructure,0.55,increase,medium,cooccurrence
Processing:thermal exposure,Microstructure:γ,Processing,Microstructure,0.65,increase,medium,cooccurrence
Processing:thermal exposure,Microstructure:γ',Processing,Microstructure,0.65,increase,medium,cooccurrence
Element:Al,Element:Cr,Element,Element,0.85,increase,strong,cooccurrence
Element:Al,Element:Co,Element,Element,0.85,increase,strong,cooccurrence
Element:Al,Microstructure:γ,Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Al,Element:Fe,Element,Element,0.85,increase,strong,cooccurrence
Element:Al,Element:Mo,Element,Element,0.85,increase,strong,cooccurrence
Element:Al,Element:Ni,Element,Element,0.85,increase,strong,cooccurrence
Element:Al,Microstructure:γ'',Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Al,Microstructure:δ,Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Al,Microstructure:γ',Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Al,Property:EL,Element,Property,0.85,increase,strong,cooccurrence
Element:Al,Property:ultimate tensile strength,Element,Property,0.85,increase,strong,cooccurrence
Element:Al,Property:creep rupture life,Element,Property,0.85,increase,strong,cooccurrence
Element:Al,Property:yield strength,Element,Property,0.85,increase,strong,cooccurrence
Element:Al,Property:HV,Element,Property,0.85,increase,strong,cooccurrence
Element:Al,Element:N,Element,Element,0.6,increase,medium,cooccurrence
Element:Al,Element:Si,Element,Element,0.7,increase,medium,cooccurrence
Element:Al,Element:O,Element,Element,0.65,increase,medium,cooccurrence
Element:Al,Element:Mn,Element,Element,0.6,increase,medium,cooccurrence
Element:Al,Element:B,Element,Element,0.85,increase,strong,cooccurrence
Element:Al,Microstructure:MC,Element,Microstructure,0.65,increase,medium,cooccurrence
Element:Al,Property:creep life,Element,Property,0.6,increase,medium,cooccurrence
Element:Al,Element:Y,Element,Element,0.55,increase,medium,cooccurrence
Element:Al,Property:Young's modulus,Element,Property,0.6,increase,medium,cooccurrence
Element:Al,Element:Ce,Element,Element,0.55,increase,medium,cooccurrence
Element:Al,Element:Sn,Element,Element,0.55,increase,medium,cooccurrence
Element:Al,Element:Zr,Element,Element,0.75,increase,strong,cooccurrence
Element:Al,Microstructure:MC carbide,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:Al,Property:hardness,Element,Property,0.6,increase,medium,cooccurrence
Element:W,Element:Al,Element,Element,0.85,increase,strong,cooccurrence
Element:W,Element:C,Element,Element,0.85,increase,strong,cooccurrence
Element:W,Element:Co,Element,Element,0.85,increase,strong,cooccurrence
Element:W,Microstructure:M7C3,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:Al2O3,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:γ,Element,Microstructure,0.85,increase,strong,cooccurrence
Element:W,Property:hot hardness,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:volume loss,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Element:Mo,Element,Element,0.85,increase,strong,cooccurrence
Element:W,Element:Nb,Element,Element,0.85,increase,strong,cooccurrence
Element:W,Microstructure:MC,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:W,Microstructure:σ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:γ',Element,Microstructure,0.85,increase,strong,cooccurrence
Element:W,Microstructure:η,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Element:Others,Element,Element,0.55,increase,medium,cooccurrence
Element:W,Property:creep life,Element,Property,0.6,increase,medium,cooccurrence
Element:W,Element:Fe,Element,Element,0.8,increase,strong,cooccurrence
Element:W,Element:Ti,Element,Element,0.85,increase,strong,cooccurrence
Element:W,Property:NDT,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:reduction of area,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:NST,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Element:B,Element,Element,0.75,increase,strong,cooccurrence
Element:W,Element:Y,Element,Element,0.55,increase,medium,cooccurrence
Element:W,Property:Young's modulus,Element,Property,0.6,increase,medium,cooccurrence
Element:W,Property:maximum secondary crack length,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:average secondary crack length,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:crack density,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:cycles to failure,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:0.2% offset yield strength,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:recrystallized grain size,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:yield strength,Element,Property,0.65,increase,medium,cooccurrence
Element:W,Property:E,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:ultimate tensile strength,Element,Property,0.6,increase,medium,cooccurrence
Element:W,Property:fatigue strength,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Microstructure:γ-γ' eutectic,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:Hf-rich carbides,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Property:creep behavior,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:creep strain,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Element:Ir,Element,Element,0.55,increase,medium,cooccurrence
Element:W,Microstructure:micro-voids,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:twin,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:TCP,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:recrystallized grains,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Property:steady crack growth rate,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:total life to failure,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:HV,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Element:Zr,Element,Element,0.7,increase,medium,cooccurrence
Element:W,Microstructure:Ti-Nb rich carbo-oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:Hf/Ta-rich carbide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:MC carbide,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:W,Microstructure:oxide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Property:crack count density,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:crack area fraction,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:average crack length,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:average crack width,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Microstructure:cavities,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:disordered phase,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:clusters,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:Re-rich dislocations,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:LAGB,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Element:Si,Element,Element,0.55,increase,medium,cooccurrence
Element:W,Element:O,Element,Element,0.55,increase,medium,cooccurrence
Element:W,Microstructure:NiMoO4,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:NiO,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:MoO3,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Property:solidus temperature,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:GND density,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:elastic modulus,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:peak temperature,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:creep time to 0.3% strain,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:grain size,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:Vickers microhardness,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Element:V,Element,Element,0.55,increase,medium,cooccurrence
Element:W,Microstructure:Ti0.25Al0.75,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:dendrite,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:star-shaped inclusions,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:TiCrAl,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:TiNi,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:TiCo0.5Ni0.5,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Property:nanohardness,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:coefficient of friction,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:specific wear rate,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Microstructure:dislocation pairs,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:micropores,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:stacking faults,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Property:HEI,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:EL,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:hydrogen content,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Microstructure:oxide layer,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Property:hardness,Element,Property,0.55,increase,medium,cooccurrence
Element:W,Property:Vickers hardness (room temperature after cycles),Element,Property,0.55,increase,medium,cooccurrence
Element:W,Microstructure:M23C6,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:carbide,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Microstructure:M6C,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:W,Property:strength increment,Element,Property,0.55,increase,medium,cooccurrence
Microstructure:Al2O3,Microstructure:TiN,Microstructure,Microstructure,0.55,increase,medium,cooccurrence
Element:Ti,Element:Fe,Element,Element,0.85,increase,strong,cooccurrence
Element:Ti,Element:Mo,Element,Element,0.85,increase,strong,cooccurrence
Element:Ti,Element:Al,Element,Element,0.85,increase,strong,cooccurrence
Element:Ti,Element:Ni,Element,Element,0.85,increase,strong,cooccurrence
Element:Ti,Element:Cr,Element,Element,0.85,increase,strong,cooccurrence
Element:Ti,Microstructure:γ'',Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Ti,Microstructure:δ,Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Ti,Microstructure:γ,Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Ti,Microstructure:γ',Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Ti,Property:EL,Element,Property,0.85,increase,strong,cooccurrence
Element:Ti,Property:ultimate tensile strength,Element,Property,0.85,increase,strong,cooccurrence
Element:Ti,Property:creep rupture life,Element,Property,0.85,increase,strong,cooccurrence
Element:Ti,Property:yield strength,Element,Property,0.85,increase,strong,cooccurrence
Element:Ti,Property:HV,Element,Property,0.8,increase,strong,cooccurrence
Element:Ti,Element:N,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:Si,Element,Element,0.7,increase,medium,cooccurrence
Element:Ti,Element:O,Element,Element,0.65,increase,medium,cooccurrence
Element:Ti,Element:Mn,Element,Element,0.6,increase,medium,cooccurrence
Element:Ti,Element:C,Element,Element,0.85,increase,strong,cooccurrence
Element:Ti,Element:B,Element,Element,0.85,increase,strong,cooccurrence
Element:Ti,Element:Co,Element,Element,0.85,increase,strong,cooccurrence
Element:Ti,Microstructure:MC,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:Ti,Element:Ce,Element,Element,0.55,increase,medium,cooccurrence
Element:Ti,Element:Sn,Element,Element,0.55,increase,medium,cooccurrence
Element:Ti,Element:Zr,Element,Element,0.75,increase,strong,cooccurrence
Element:Ti,Microstructure:MC carbide,Element,Microstructure,0.6,increase,medium,cooccurrence
Element:Ti,Property:hardness,Element,Property,0.6,increase,medium,cooccurrence
Element:Nb,Element:Fe,Element,Element,0.85,increase,strong,cooccurrence
Element:Nb,Element:Mo,Element,Element,0.85,increase,strong,cooccurrence
Element:Nb,Element:Ti,Element,Element,0.85,increase,strong,cooccurrence
Element:Nb,Element:Al,Element,Element,0.85,increase,strong,cooccurrence
Element:Nb,Element:Ni,Element,Element,0.85,increase,strong,cooccurrence
Element:Nb,Element:Cr,Element,Element,0.85,increase,strong,cooccurrence
Element:Nb,Microstructure:γ'',Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Nb,Microstructure:δ,Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Nb,Microstructure:γ,Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Nb,Microstructure:γ',Element,Microstructure,0.85,increase,strong,cooccurrence
Element:Nb,Property:EL,Element,Property,0.85,increase,strong,cooccurrence
Element:Nb,Property:ultimate tensile strength,Element,Property,0.85,increase,strong,cooccurrence
Element:Nb,Property:creep rupture life,Element,Property,0.85,increase,strong,cooccurrence
Element:Nb,Property:yield strength,Element,Property,0.85,increase,strong,cooccurrence
Element:Nb,Property:HV,Element,Property,0.8,increase,strong,cooccurrence
Element:Nb,Element:C,Element,Element,0.85,increase,strong,cooccurrence
Element:Nb,Element:Co,Element,Element,0.85,increase,strong,cooccurrence
Element:Nb,Microstructure:MC,Element,Microstructure,0.65,increase,medium,cooccurrence
Element:Nb,Microstructure:σ,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Nb,Microstructure:η,Element,Microstructure,0.55,increase,medium,cooccurrence
Element:Nb,Element:Others,Element,Element,0.55,increase,medium,cooccurrence
Element:Nb,Property:creep life,Element,Property,0.6,increase,medium,cooccurrence
Element:Nb,Property:NDT,Element,Property,0.55,increase,medium,cooccurrence
Element:Nb,Property:reduction of area,Element,Property,0.55,increase,medium,cooccurrence
Element:Nb,Property:NST,Element,Property,0.55,increase,medium,cooccurrence
Element:Nb,Property:E,Element,Property,0.55,increase,medium,cooccurrence
Element:Nb,Property:fatigue strength,Element,Property,0.55,increase,medium,cooccurrence
Element:Nb,Element:B,Element,Element,0.8,increase,strong,cooccurrence
Element:Nb,Microstructure:γ-γ' eutectic,Element,Microstructure,0.55,increase,medium,cooccurrence
